# marvel-crawler — A_Song_of_Ice_and_Fire_characters crawl (2026-09-10)
# Wikipedia Category:A_Song_of_Ice_and_Fire_characters: one node per page; edge A -> B
# when the article of A links to the article of B. 50 nodes, 720 directed edges.
# 0 nodes have no edge in either direction — take the full node set from the nodes file.
source	target
Melisandre	Robert_Baratheon
Melisandre	Samwell_Tarly
Melisandre	Sandor_Clegane
Melisandre	Sansa_Stark
Melisandre	Stannis_Baratheon
Melisandre	Tyrion_Lannister
Melisandre	Tywin_Lannister
Melisandre	Varys
Melisandre	White_Walker
Missandei	Cersei_Lannister
Missandei	Daario_Naharis
Missandei	Daenerys_Targaryen
Missandei	Gregor_Clegane
Missandei	Jon_Snow_(character)
Missandei	Sandor_Clegane
Missandei	Tyrion_Lannister
Myrcella_Baratheon	Arianne_Martell
Myrcella_Baratheon	Cersei_Lannister
Myrcella_Baratheon	Ellaria_Sand
Myrcella_Baratheon	Gendry
Myrcella_Baratheon	Jaime_Lannister
Myrcella_Baratheon	Joffrey_Baratheon
Myrcella_Baratheon	Ned_Stark
Myrcella_Baratheon	Oberyn_Martell
Myrcella_Baratheon	Renly_Baratheon
Myrcella_Baratheon	Robert_Baratheon
Myrcella_Baratheon	Stannis_Baratheon
Myrcella_Baratheon	Tommen_Baratheon
Myrcella_Baratheon	Tyrion_Lannister
Myrcella_Baratheon	Tywin_Lannister
Ned_Stark	Arya_Stark
Ned_Stark	Bran_Stark
Ned_Stark	Catelyn_Stark
Ned_Stark	Cersei_Lannister
Ned_Stark	Daenerys_Targaryen
Ned_Stark	Jaime_Lannister
Ned_Stark	Joffrey_Baratheon
Ned_Stark	Jon_Snow_(character)
Ned_Stark	Jorah_Mormont
Ned_Stark	Petyr_Baelish
Ned_Stark	Rickon_Stark
Ned_Stark	Robb_Stark
Ned_Stark	Robert_Baratheon
Ned_Stark	Sansa_Stark
Ned_Stark	Stannis_Baratheon
Ned_Stark	Theon_Greyjoy
Ned_Stark	Tyrion_Lannister
Ned_Stark	Tywin_Lannister
Ned_Stark	Varys
Night_King	Arya_Stark
Night_King	Bran_Stark
Night_King	Daenerys_Targaryen
Night_King	Theon_Greyjoy
Night_King	White_Walker
Oberyn_Martell	Arianne_Martell
Oberyn_Martell	Ellaria_Sand
Oberyn_Martell	Gregor_Clegane
Oberyn_Martell	Joffrey_Baratheon
Oberyn_Martell	Myrcella_Baratheon
Oberyn_Martell	Sandor_Clegane
Oberyn_Martell	Tommen_Baratheon
Oberyn_Martell	Tyrion_Lannister
Oberyn_Martell	Tywin_Lannister
Olenna_Tyrell	Cersei_Lannister
Olenna_Tyrell	Daenerys_Targaryen
Olenna_Tyrell	Ellaria_Sand
Olenna_Tyrell	Jaime_Lannister
Olenna_Tyrell	Joffrey_Baratheon
Olenna_Tyrell	Margaery_Tyrell
Olenna_Tyrell	Petyr_Baelish
Olenna_Tyrell	Sansa_Stark
Olenna_Tyrell	Tommen_Baratheon
Olenna_Tyrell	Tyrion_Lannister
Olenna_Tyrell	Tywin_Lannister
Olenna_Tyrell	Varys
Ormund_Hightower	Daemon_Targaryen
Ormund_Hightower	Rhaenyra_Targaryen
Ormund_Hightower	Tywin_Lannister
Osha_(A_Song_of_Ice_and_Fire)	Bran_Stark
Osha_(A_Song_of_Ice_and_Fire)	Daenerys_Targaryen
Osha_(A_Song_of_Ice_and_Fire)	Davos_Seaworth
Osha_(A_Song_of_Ice_and_Fire)	Joffrey_Baratheon
Osha_(A_Song_of_Ice_and_Fire)	Jon_Snow_(character)
Osha_(A_Song_of_Ice_and_Fire)	Ned_Stark
Osha_(A_Song_of_Ice_and_Fire)	Ramsay_Bolton
Osha_(A_Song_of_Ice_and_Fire)	Rickon_Stark
Osha_(A_Song_of_Ice_and_Fire)	Robb_Stark
Osha_(A_Song_of_Ice_and_Fire)	Stannis_Baratheon
Osha_(A_Song_of_Ice_and_Fire)	Theon_Greyjoy
Osha_(A_Song_of_Ice_and_Fire)	White_Walker
Petyr_Baelish	Arya_Stark
Petyr_Baelish	Bran_Stark
Petyr_Baelish	Catelyn_Stark
Petyr_Baelish	Cersei_Lannister
Petyr_Baelish	Joffrey_Baratheon
Petyr_Baelish	Jon_Snow_(character)
Petyr_Baelish	Margaery_Tyrell
Petyr_Baelish	Ned_Stark
Petyr_Baelish	Olenna_Tyrell
Petyr_Baelish	Renly_Baratheon
Petyr_Baelish	Robert_Baratheon
Petyr_Baelish	Sansa_Stark
Petyr_Baelish	Stannis_Baratheon
Petyr_Baelish	Tyrion_Lannister
Petyr_Baelish	Tywin_Lannister
Ramsay_Bolton	Arya_Stark
Ramsay_Bolton	Bran_Stark
Ramsay_Bolton	Brienne_of_Tarth
Ramsay_Bolton	Davos_Seaworth
Ramsay_Bolton	Joffrey_Baratheon
Ramsay_Bolton	Jon_Snow_(character)
Ramsay_Bolton	Osha_(A_Song_of_Ice_and_Fire)
Ramsay_Bolton	Rickon_Stark
Ramsay_Bolton	Robb_Stark
Ramsay_Bolton	Roose_Bolton
Ramsay_Bolton	Sansa_Stark
Ramsay_Bolton	Stannis_Baratheon
Ramsay_Bolton	Theon_Greyjoy
Ramsay_Bolton	Tommen_Baratheon
Renly_Baratheon	Brienne_of_Tarth
Renly_Baratheon	Catelyn_Stark
Renly_Baratheon	Gendry
Renly_Baratheon	Joffrey_Baratheon
Renly_Baratheon	Margaery_Tyrell
Renly_Baratheon	Melisandre
Renly_Baratheon	Myrcella_Baratheon
Renly_Baratheon	Ned_Stark
Renly_Baratheon	Robert_Baratheon
Renly_Baratheon	Samwell_Tarly
Renly_Baratheon	Stannis_Baratheon
Renly_Baratheon	Tommen_Baratheon
Rhaenyra_Targaryen	Daemon_Targaryen
Rhaenyra_Targaryen	Jacaerys_Velaryon
Rhaenyra_Targaryen	Joffrey_Baratheon
Rhaenyra_Targaryen	Margaery_Tyrell
Rhaenyra_Targaryen	Robert_Baratheon
Rhaenyra_Targaryen	Viserys_I_Targaryen_(House_of_the_Dragon)
Rickon_Stark	Arya_Stark
Rickon_Stark	Bran_Stark
Rickon_Stark	Catelyn_Stark
Rickon_Stark	Davos_Seaworth
Rickon_Stark	Jon_Snow_(character)
Rickon_Stark	Ned_Stark
Rickon_Stark	Osha_(A_Song_of_Ice_and_Fire)
Rickon_Stark	Ramsay_Bolton
Rickon_Stark	Robb_Stark
Rickon_Stark	Robert_Baratheon
Rickon_Stark	Roose_Bolton
Rickon_Stark	Sansa_Stark
Rickon_Stark	Stannis_Baratheon
Rickon_Stark	Theon_Greyjoy
Robb_Stark	Arya_Stark
Robb_Stark	Bran_Stark
Robb_Stark	Brienne_of_Tarth
Robb_Stark	Catelyn_Stark
Robb_Stark	Daenerys_Targaryen
Robb_Stark	Gregor_Clegane
Robb_Stark	Jaime_Lannister
Robb_Stark	Joffrey_Baratheon
Robb_Stark	Jon_Snow_(character)
Robb_Stark	Melisandre
Robb_Stark	Ned_Stark
Robb_Stark	Ramsay_Bolton
Robb_Stark	Renly_Baratheon
Robb_Stark	Rickon_Stark
Robb_Stark	Robert_Baratheon
Robb_Stark	Roose_Bolton
Robb_Stark	Sansa_Stark
Robb_Stark	Stannis_Baratheon
Robb_Stark	Theon_Greyjoy
Robb_Stark	Tyrion_Lannister
Robb_Stark	Tywin_Lannister
Robert_Baratheon	Bran_Stark
Robert_Baratheon	Cersei_Lannister
Robert_Baratheon	Daenerys_Targaryen
Robert_Baratheon	Gendry
Robert_Baratheon	Jaime_Lannister
Robert_Baratheon	Joffrey_Baratheon
Robert_Baratheon	Myrcella_Baratheon
Robert_Baratheon	Ned_Stark
Robert_Baratheon	Petyr_Baelish
Robert_Baratheon	Renly_Baratheon
Robert_Baratheon	Robb_Stark
Robert_Baratheon	Stannis_Baratheon
Robert_Baratheon	Tommen_Baratheon
Robert_Baratheon	Tyrion_Lannister
Robert_Baratheon	Tywin_Lannister
Robert_Baratheon	Varys
Robert_Baratheon	White_Walker
Roose_Bolton	Arya_Stark
Roose_Bolton	Bran_Stark
Roose_Bolton	Brienne_of_Tarth
Roose_Bolton	Catelyn_Stark
Roose_Bolton	Jaime_Lannister
Roose_Bolton	Jon_Snow_(character)
Roose_Bolton	Ned_Stark
Roose_Bolton	Petyr_Baelish
Roose_Bolton	Ramsay_Bolton
Roose_Bolton	Rickon_Stark
Roose_Bolton	Robb_Stark
Roose_Bolton	Sansa_Stark
Roose_Bolton	Stannis_Baratheon
Roose_Bolton	Theon_Greyjoy
Roose_Bolton	Tywin_Lannister
Samwell_Tarly	Arya_Stark
Samwell_Tarly	Bran_Stark
